seed,experiment,variant,metric,value
31415,ablation,S16_eta0.05_topk_softmax_additive,recall_mse,0.35945374
31415,ablation,S16_eta0.05_topk_softmax_gated,recall_mse,0.29160294
31415,ablation,S16_eta0.20_hard_top1_additive,recall_mse,0.24389081
31415,ablation,S16_eta0.20_hard_top1_gated,recall_mse,0.33716461
31415,ablation,S16_eta0.20_softmax_additive,recall_mse,0.30415487
31415,ablation,S16_eta0.20_softmax_gated,recall_mse,0.39365923
31415,ablation,S16_eta0.20_topk_softmax_additive,recall_mse,0.28377405
31415,ablation,S16_eta0.20_topk_softmax_gated,recall_mse,0.32378259
31415,ablation,S16_eta0.50_hard_top1_additive,recall_mse,0.43196025
31415,ablation,S16_eta0.50_hard_top1_gated,recall_mse,0.28383496
31415,ablation,S16_eta0.50_softmax_additive,recall_mse,0.26114440
31415,ablation,S16_eta0.50_softmax_gated,recall_mse,0.30683285
31415,ablation,S16_eta0.50_topk_softmax_additive,recall_mse,0.27093765
31415,ablation,S16_eta0.50_topk_softmax_gated,recall_mse,0.31898409
31415,efficiency,baseline,forward_ms,0.79219708
31415,efficiency,alc,forward_ms,0.66486062
31415,efficiency,alc,slowdown_ratio,0.83926164
31415,efficiency,alc,extra_params,992.00000000
27182,core_adaptation,baseline,recall_mse,0.93519199
27182,core_adaptation,alc,recall_mse,0.70697421
27182,core_adaptation,alc_no_write,recall_mse,0.32587472
27182,core_adaptation,baseline,recall_acc,0.04687500
27182,core_adaptation,alc,recall_acc,0.07812500
27182,core_adaptation,alc_no_write,recall_acc,0.07812500
27182,stability,alc,nan_rate,0.00000000
27182,stability,alc,slot_norm_init,0.00000000
27182,stability,alc,slot_norm_final,0.46662971
27182,stability,alc,slot_norm_max,0.75059229
27182,persistence,alc,save_ok,1.00000000
27182,persistence,alc,load_ok,1.00000000
27182,persistence,alc,slot_max_abs_diff,0.00000000
27182,persistence,alc,behavior_max_abs_diff,0.00000000
27182,trainability,interface_trainable,loss_before,0.09316270
27182,trainability,interface_trainable,loss_after,0.07537322
27182,trainability,interface_frozen,loss_eval,0.09316270
27182,language_benchmark,baseline,recall_mse,1.15248132
27182,language_benchmark,alc,recall_mse,1.03020561
27182,language_benchmark,alc_no_write,recall_mse,0.33394262
27182,language_benchmark,baseline,recall_acc,0.01041667
27182,language_benchmark,alc,recall_acc,0.01041667
27182,language_benchmark,alc_no_write,recall_acc,0.03125000
27182,tinyqa,baseline,qa_acc_delay_0,0.03333334
27182,tinyqa,alc,qa_acc_delay_0,0.03333334
27182,tinyqa,alc_no_write,qa_acc_delay_0,0.03333334
27182,tinyqa,baseline,qa_acc_delay_4,0.03333334
27182,tinyqa,alc,qa_acc_delay_4,0.06666667
27182,tinyqa,alc_no_write,qa_acc_delay_4,0.03333334
27182,tinyqa,baseline,delayed_qa_acc,0.03333334
27182,tinyqa,alc,delayed_qa_acc,0.06666667
27182,tinyqa,alc_no_write,delayed_qa_acc,0.03333334
27182,tinyqa,baseline,qa_acc_delay_8,0.03333334
27182,tinyqa,alc,qa_acc_delay_8,0.05000000
27182,tinyqa,alc_no_write,qa_acc_delay_8,0.03333334
27182,tinyqa,baseline,delayed_qa_acc,0.03333334
27182,tinyqa,alc,delayed_qa_acc,0.05000000
27182,tinyqa,alc_no_write,delayed_qa_acc,0.03333334
27182,tinyqa,baseline,qa_acc_mean,0.03333334
27182,tinyqa,alc,qa_acc_mean,0.05000000
